image	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Sugar_UND	Sugar_D+2.5	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	Top_out_dia	Top_in_dia	Bottom_out_dia	Nec_H1	Nec_H2	Nec_H3	Nec_H4	Ov_H1	Ov_H2	Nec_H_avg	Ov_H_avg	Top_out_rad	Top_in_rad	Nec_thickness	Bottom_out_rad	Bottom_in_rad	Bottom_in_rad_A	Bottom_in_rad_B	Bottom_in_rad_C	Bottom_in_rad_D	FVol_A	FVol_B	FVol_C	FVol_C1	FVol_C2	FVol_C3	FVol_C4	CVol_A	CVol_B	Frustrum_Vol	Frustrum_Vol_A	Frustrum_Vol_B	Frustrum_Vol_C	Frustrum_Vol_D	Cylinder_Vol
807	1099	1	19.05	2.52	29.2	1.8	2.174	1.907	2.145	1.606	3.386	1.635	3.374	1.942	2.267	1.577	2.475	0.701	3.119	0.696	3.275	1.623	1.241	1.008	1.2	0.301	0.33	0.319	0.307	1.206	1.246	0.31425	1.226	0.6205	0.504	0.1165	0.6	0.4835	0.6	0.54175	0.570875	0.5854375	0.32908183	1.11732025	0.73147225	0.916416	0.820551063	0.867635266	0.891813566	0.987245491	0.13100425	0.126975566	0.066113938	0.097661347	0.082166792	0.074210152	0.129333355
910	1099	1	17.27	4.09	15.8	1.2	2.232	1.872	2.203	1.6	3.443	1.577	3.397	1.861	2.307	1.617	2.394	0.835	3.217	0.829	3.31	1.612	1.24	1.003	1.165	0.272	0.255	0.249	0.284	1.037	1.032	0.265	1.0345	0.62	0.5015	0.1185	0.5825	0.464	0.5825	0.52325	0.552875	0.5676875	0.277507351	1.08485625	0.69949425	0.88293225	0.787702688	0.834439828	0.858466629	0.832522053	0.13289775	0.106940788	0.056035394	0.082462298	0.069492398	0.062824784	0.110640308
731	1100	1	26.99	15.05	35.4	9.8	2.186	2.11	2.064	1.652	3.507	1.594	3.501	2.046	2.203	1.67	2.475	0.788	3.142	0.777	3.397	1.594	1.443	1.194	1.315	0.458	0.44	0.452	0.452	1.322	1.269	0.4505	1.2955	0.7215	0.597	0.1245	0.6575	0.533	0.6575	0.59525	0.626375	0.6419375	0.471762497	1.42725475	0.958699	1.18124275	1.066095813	1.122700516	1.151729441	1.41528749	0.16415325	0.221047031	0.116059235	0.170381242	0.143677266	0.129982508	0.232324041
793	1100	1	28.26	39.82	32.6	16.8	2.07	2.099	2.035	1.675	3.496	1.6	3.519	2.116	2.22	1.629	2.394	0.829	3.194	0.812	3.391	1.617	1.461	1.171	1.449	0.424	0.47	0.499	0.516	1.27	1.304	0.47725	1.287	0.7305	0.5855	0.145	0.7245	0.5795	0.7245	0.652	0.68825	0.706375	0.499775031	1.58777775	1.01792775	1.29190525	1.14966025	1.219468688	1.255358453	1.499325094	0.19082	0.284796802	0.147869688	0.218960187	0.184071673	0.166134865	0.286101214
1987	1100	1	26.62	43.62	29.1	15	2.058	2.046	2.012	1.646	3.507	1.641	3.507	2.064	2.186	1.6	2.412	0.91	3.125	0.922	3.328	1.583	1.495	1.142	1.449	0.4	0.446	0.481	0.423	1.136	1.142	0.4375	1.139	0.7475	0.571	0.1765	0.7245	0.548	0.7245	0.63625	0.680375	0.7024375	0.458148929	1.62522025	0.939253	1.26463075	1.094153813	1.177445266	1.220551254	1.374446786	0.23271525	0.314275161	0.165203693	0.243307519	0.205147629	0.185398667	0.319854727
2087	1100	1	25.31	30.61	28.7	12	2.29	1.855	2.22	1.571	3.339	1.525	3.264	1.878	2.336	1.513	2.429	0.951	2.986	0.945	3.2	1.496	1.119	0.864	0.974	0.284	0.342	0.382	0.353	0.904	0.933	0.34025	0.9185	0.5595	0.432	0.1275	0.487	0.3595	0.487	0.42325	0.455125	0.4710625	0.356308967	0.82268575	0.47116825	0.634177	0.548608563	0.590376766	0.612022879	1.0689269	0.12641625	0.125248837	0.067167358	0.09765616	0.082773774	0.07506107	0.13512973
2160	1100	1	26.53	25.59	34.1	13.6	2.394	1.983	2.296	1.716	3.409	1.652	3.38	1.965	2.388	1.652	2.51	1.113	3.13	1.067	3.299	1.623	1.113	0.911	0.986	0.267	0.331	0.342	0.313	0.87	0.898	0.31325	0.884	0.5565	0.4555	0.101	0.493	0.392	0.493	0.4425	0.46775	0.480375	0.328034633	0.82709575	0.53970025	0.67509075	0.60484525	0.639330438	0.657051203	0.984103899	0.102212	0.094275677	0.049862904	0.072905861	0.061593525	0.055780501	0.100587228
228	1102	1	26.6	28.64	28.1	12	2.174	1.988	2.174	1.53	3.391	1.496	3.345	1.988	2.255	1.536	2.383	0.742	3.136	0.725	3.275	1.525	1.217	1.02	1.171	0.458	0.452	0.463	0.492	1.246	1.263	0.46625	1.2545	0.6085	0.51	0.0985	0.5855	0.487	0.5855	0.53625	0.560875	0.5731875	0.488255858	1.06935925	0.745639	0.90151525	0.821151563	0.860727016	0.880969535	1.464767575	0.11017225	0.158058308	0.081950816	0.121188857	0.101865911	0.091982382	0.161376739
1323	1102	1	24.77	12.84	21.8	4.9	2.313	1.942	2.18	1.588	3.414	1.525	3.368	1.838	2.278	1.565	2.446	0.788	3.13	0.736	3.304	1.513	1.234	1.026	1.055	0.354	0.377	0.325	0.313	1.154	1.102	0.34225	1.128	0.617	0.513	0.104	0.5275	0.4235	0.5275	0.4755	0.5015	0.5145	0.358403362	0.98441275	0.65977675	0.81203275	0.73320075	0.77194075	0.79181775	1.075210086	0.11752	0.116350634	0.061781572	0.090035225	0.076150679	0.069026695	0.126358689
2100	1102	1	23	5.87	21.9	2.9	2.354	1.936	2.296	1.658	3.293	1.559	3.27	1.867	2.388	1.629	2.533	1.061	3.043	1.049	3.223	1.577	0.997	0.835	0.916	0.278	0.307	0.29	0.308	0.875	0.818	0.29575	0.8465	0.4985	0.4175	0.081	0.458	0.377	0.458	0.4175	0.43775	0.447875	0.309708676	0.68657925	0.47383275	0.57528525	0.52291875	0.548691938	0.561886078	0.929126027	0.074196	0.065889437	0.034468717	0.050687077	0.042704897	0.038618557	0.068937435
2163	1102	1	25.55	25.62	27	10.5	2.307	1.907	2.232	1.658	3.287	1.583	3.264	1.867	2.342	1.617	2.464	1.13	3.072	1.125	3.206	1.594	1.055	0.864	0.957	0.249	0.29	0.273	0.284	0.777	0.742	0.274	0.7595	0.5275	0.432	0.0955	0.4785	0.383	0.4785	0.43075	0.454625	0.4665625	0.286932129	0.75962725	0.498769	0.62229825	0.558253563	0.589705891	0.605859566	0.860796387	0.09163225	0.074848613	0.039404102	0.057780581	0.048755897	0.044120889	0.07887671
461	1104	1	25.38	24.87	27.8	10.7	2.197	2.093	2.099	1.583	3.478	1.617	3.449	2.11	2.29	1.6	2.458	0.794	3.101	0.806	3.374	1.693	1.379	1.084	1.252	0.51	0.493	0.417	0.493	1.299	1.304	0.47825	1.3015	0.6895	0.542	0.1475	0.626	0.4785	0.626	0.55225	0.589125	0.6075625	0.500822229	1.29891325	0.78207325	1.024932	0.898063563	0.960138016	0.992195066	1.502466687	0.18164625	0.258844961	0.1372159	0.200754434	0.169666168	0.153611284	0.272917439
648	1104	1	23.45	25.39	29	11.1	2.116	1.901	2.081	1.571	3.438	1.565	3.426	1.965	2.238	1.536	2.47	0.725	3.09	0.73	3.328	1.583	1.357	1.09	1.31	0.33	0.365	0.382	0.4	1.176	1.235	0.36925	1.2055	0.6785	0.545	0.1335	0.655	0.5215	0.655	0.58825	0.621625	0.6383125	0.386677696	1.33380475	0.85320475	1.083025	0.963659313	1.022228266	1.05234816	1.160033087	0.16333725	0.185837301	0.096970936	0.143126985	0.120479677	0.108832986	0.189476614
2077	1104	1	26.53	30.52	28.5	11.2	2.29	1.896	2.278	1.612	3.362	1.588	3.362	1.907	2.383	1.565	2.539	1.02	3.096	0.997	3.258	1.6	1.084	0.875	1.072	0.284	0.331	0.307	0.319	0.876	0.91	0.31025	0.893	0.542	0.4375	0.1045	0.536	0.4315	0.536	0.48375	0.509875	0.5229375	0.32489304	0.871572	0.56637975	0.71320225	0.637060938	0.674449078	0.693655035	0.974679121	0.10235775	0.099154838	0.05145323	0.076191012	0.064043865	0.057803984	0.099765962
2158	1104	1	26.6	25.36	30.6	11.9	2.429	1.971	2.348	1.687	3.42	1.583	3.42	1.913	2.475	1.652	2.603	1.049	3.2	1.026	3.333	1.577	1.072	0.858	0.991	0.284	0.319	0.336	0.33	0.922	0.887	0.31725	0.9045	0.536	0.429	0.107	0.4955	0.3885	0.4955	0.442	0.46875	0.482125	0.332223423	0.79840425	0.50163975	0.64213075	0.569023	0.604861313	0.623317141	0.996670269	0.103255	0.098592118	0.051917717	0.076205824	0.064299497	0.058168039	0.102911189
231	1105	1	29.93	46.44	32.1	17.2	2.18	2.081	2.075	1.6	3.345	1.565	3.316	2.099	2.157	1.588	2.342	0.91	3.078	0.817	3.287	1.583	1.27	1.13	1.136	0.481	0.493	0.516	0.534	1.171	1.282	0.506	1.2265	0.635	0.565	0.07	0.568	0.498	0.568	0.533	0.5505	0.55925	0.529881961	1.086529	0.848599	0.962769	0.904459	0.93330775	0.947961813	1.589645883	0.084	0.126074815	0.065578191	0.096475609	0.081189176	0.073424253	0.133530254
726	1105	1	25.51	22.9	33.5	12.4	2.214	2.058	2.122	1.594	3.478	1.559	3.472	2.075	2.272	1.583	2.388	0.661	3.171	0.655	3.362	1.536	1.356	1.09	1.258	0.464	0.475	0.539	0.516	1.397	1.42	0.4985	1.4085	0.678	0.545	0.133	0.629	0.496	0.629	0.5625	0.59575	0.612375	0.522027979	1.281787	0.813361	1.035471	0.91999375	0.976626813	1.005772516	1.566083938	0.162659	0.244531478	0.128583844	0.188866199	0.159302156	0.144087284	0.254737647
2280	1105	1	25.05	21.61	34	12	2.243	2.07	2.214	1.623	3.455	1.571	3.432	2.035	2.319	1.6	2.371	0.916	3.125	0.922	3.339	1.542	1.241	1.02	1.189	0.447	0.47	0.493	0.464	1.154	1.113	0.4685	1.1335	0.6205	0.51	0.1105	0.5945	0.484	0.5945	0.53925	0.566875	0.5806875	0.490612053	1.10733775	0.741196	0.91672525	0.825908063	0.870553516	0.893448598	1.471836158	0.12492025	0.179633556	0.09351679	0.138072797	0.116169199	0.104936596	0.183862141
2319	1105	1	22	18.4	32.2	11	2.104	2.133	2.075	1.652	3.449	1.687	3.403	2.104	2.168	1.652	2.423	0.933	3.142	0.916	3.351	1.675	1.374	1.183	1.299	0.481	0.481	0.429	0.417	1.2	1.188	0.452	1.194	0.687	0.5915	0.0955	0.6495	0.554	0.6495	0.60175	0.625625	0.6375625	0.473333293	1.34002575	0.98447925	1.15590175	1.067910438	1.111336078	1.13347641	1.419999879	0.12209675	0.168291996	0.087152019	0.128801237	0.108246435	0.097766679	0.17337737
227	1106	1	27.4	29.2	29.4	12.6	2.22	1.936	2.128	1.507	3.438	1.501	3.391	1.93	2.278	1.559	2.446	0.899	3.113	0.852	3.316	1.525	1.31	1.038	1.171	0.429	0.377	0.405	0.429	1.037	1.078	0.41	1.0575	0.655	0.519	0.136	0.5855	0.4495	0.5855	0.5175	0.5515	0.5685	0.429350996	1.15533775	0.70470175	0.91604575	0.80574975	0.85974175	0.88760475	1.288052988	0.159664	0.193481015	0.102740259	0.150095956	0.126914437	0.11495143	0.205655692
1463	1106	1	24.87	34.39	24.9	11.6	2.162	1.954	2.128	1.536	3.467	1.571	3.467	1.93	2.261	1.565	2.47	0.771	3.136	0.771	3.316	1.548	1.339	1.055	1.305	0.418	0.389	0.382	0.359	1.183	1.159	0.387	1.171	0.6695	0.5275	0.142	0.6525	0.5105	0.6525	0.5815	0.617	0.63475	0.405265452	1.31083525	0.80815525	1.04820625	0.92313975	0.98441275	1.015994438	1.215796357	0.169974	0.203718838	0.10643446	0.157119592	0.132287762	0.119488795	0.20665377
2093	1106	1	26.05	19.87	30.8	9.9	2.388	1.913	2.359	1.623	3.386	1.554	3.362	1.872	2.441	1.617	2.557	1.136	3.119	1.113	3.287	1.565	1.027	0.846	0.974	0.29	0.296	0.307	0.318	0.777	0.759	0.30275	0.768	0.5135	0.423	0.0905	0.487	0.3965	0.487	0.44175	0.464375	0.4756875	0.317039059	0.75092575	0.50386075	0.622099	0.560932313	0.591003766	0.60642341	0.951117176	0.08475325	0.078329255	0.040843112	0.060235341	0.050701515	0.045812886	0.080610272
226	1110	1	27.64	31.07	30	13.1	2.191	1.954	2.087	1.583	3.275	1.687	3.188	2.075	2.267	1.641	2.412	0.904	3.038	0.904	3.188	1.641	1.188	0.921	0.997	0.371	0.313	0.434	0.388	1.05	1.171	0.3765	1.1105	0.594	0.4605	0.1335	0.4985	0.365	0.4985	0.43175	0.465125	0.4818125	0.394269878	0.89744725	0.51336775	0.69012175	0.597289188	0.642591578	0.666078191	1.182809634	0.14077575	0.151430978	0.0817422	0.118343283	0.100481915	0.091221851	0.166510913
466	1110	2	21.32	24.92	25.2	10	2.087	1.89	2.041	1.594	3.223	1.594	3.188	1.872	2.139	1.588	2.301	0.951	2.957	0.899	3.142	1.583	1.182	1.003	1.101	0.296	0.302	0.289	0.278	0.939	0.973	0.29125	0.956	0.591	0.5015	0.0895	0.5505	0.461	0.5505	0.50575	0.528125	0.5393125	0.304996287	0.97767675	0.69521475	0.83062825	0.760918938	0.795272953	0.812825441	0.91498886	0.09777875	0.086149861	0.044849246	0.066110328	0.055632481	0.050279037	0.089466467
905	1110	1	21.52	18.47	29.8	9.1	2.249	1.896	2.11	1.565	3.432	1.501	3.391	1.826	2.243	1.536	2.464	0.736	3.101	0.748	3.322	1.501	1.322	1.079	1.142	0.331	0.36	0.325	0.325	1.16	1.078	0.33525	1.119	0.661	0.5395	0.1215	0.571	0.4495	0.571	0.51025	0.540625	0.5558125	0.351072979	1.140393	0.73561575	0.92515575	0.826695188	0.875002828	0.899848629	1.053218937	0.14586075	0.142106355	0.075563983	0.110130826	0.093171318	0.084448629	0.153623304
1017	1110	1	23.21	22.81	29.5	11	2.18	1.907	2.139	1.548	3.386	1.513	3.386	1.913	2.261	1.565	2.493	0.812	3.084	0.817	3.316	1.519	1.247	1.055	1.206	0.359	0.342	0.394	0.4	1.095	1.096	0.37375	1.0955	0.6235	0.5275	0.096	0.603	0.507	0.603	0.555	0.579	0.591	0.391390085	1.12833175	0.80274775	0.95994775	0.87904375	0.91891975	0.93928975	1.174170254	0.110496	0.127430349	0.065903828	0.097568851	0.08196178	0.073989164	0.129741116
468	1111	1	23.56	55.68	30.2	17.5?	2.214	2.087	2.104	1.606	3.478	1.513	3.403	2.023	2.255	1.594	2.441	0.719	3.2	0.684	3.362	1.496	1.374	1.107	1.189	0.481	0.493	0.527	0.51	1.368	1.339	0.50275	1.3535	0.687	0.5535	0.1335	0.5945	0.461	0.5945	0.52775	0.561125	0.5778125	0.526478569	1.23382075	0.77404675	0.98884825	0.876991938	0.931806203	0.960048754	1.579435707	0.16560675	0.242061158	0.128972771	0.187862723	0.159004186	0.144135089	0.261565214
644	1111	1	22.51	34.12	27.7	12.2	2.145	2.087	2.075	1.716	3.455	1.583	3.478	2.017	2.209	1.664	2.307	0.759	3.101	0.678	3.374	1.588	1.38	1.165	1.333	0.371	0.423	0.429	0.434	1.328	1.339	0.41425	1.3335	0.69	0.5825	0.1075	0.6665	0.559	0.6665	0.61275	0.639625	0.6530625	0.433801586	1.38020725	0.97740475	1.17176475	1.071695688	1.121007953	1.146205785	1.301404757	0.13679375	0.174736363	0.090422687	0.133832805	0.112441066	0.101510206	0.178024037
703	1111	1	24.64	44.66	27.5	15.2	2.162	2.087	2.064	1.728	3.548	1.623	3.554	2.058	2.197	1.635	2.417	0.643	3.252	0.62	3.467	1.612	1.484	1.27	1.392	0.359	0.452	0.446	0.435	1.444	1.438	0.423	1.441	0.742	0.635	0.107	0.696	0.589	0.696	0.6425	0.66925	0.682625	0.442964564	1.551412	1.124161	1.329601	1.22401875	1.276094313	1.302668766	1.328893692	0.147339	0.189257053	0.098254413	0.145023608	0.121955979	0.110184438	0.195797868
51	1112	1	24.32	12.71	26.4	6.2	2.261	1.994	2.151	1.6	3.403	1.623	3.322	2.064	2.272	1.641	2.522	0.835	3.107	0.794	3.287	1.623	1.252	1.015	1.061	0.394	0.353	0.441	0.441	1.159	1.27	0.40725	1.2145	0.626	0.5075	0.1185	0.5305	0.412	0.5305	0.47125	0.500875	0.5156875	0.426471203	1.00539925	0.63639025	0.80821525	0.718792188	0.762626078	0.785201254	1.279413608	0.13431975	0.157371712	0.084093298	0.122229659	0.103535767	0.093908104	0.171850516
1328	1112	1	25.4	23.88	27.6	10.4	2.191	1.948	2.116	1.641	3.438	1.594	3.328	1.971	2.203	1.583	2.464	0.794	3.159	0.777	3.333	1.577	1.322	1.13	1.137	0.307	0.365	0.394	0.377	1.154	1.194	0.36075	1.174	0.661	0.565	0.096	0.5685	0.4725	0.5685	0.5205	0.5445	0.5565	0.377776517	1.13589175	0.80944375	0.96361975	0.88422775	0.92334775	0.94333975	1.13332955	0.117696	0.123324388	0.065080316	0.095072749	0.080294132	0.072741624	0.133388355
2152	1112	1	22.29	21.31	29.1	9.6	2.388	1.814	2.307	1.571	3.333	1.542	3.287	1.797	2.394	1.548	2.539	0.974	3.125	0.98	3.252	1.507	1.026	0.858	0.899	0.243	0.266	0.29	0.255	0.84	0.817	0.2635	0.8285	0.513	0.429	0.084	0.4495	0.3655	0.4495	0.4075	0.4285	0.439	0.275936555	0.69581275	0.47443075	0.57892675	0.52491475	0.55147975	0.565093	0.827809664	0.079128	0.061087386	0.03225312	0.047157005	0.039826751	0.036070357	0.065502923
2177	1112	1	24.33	23.11	31.7	13.9	2.307	1.89	2.214	1.606	3.322	1.594	3.27	1.872	2.301	1.554	2.516	1.101	3.101	1.084	3.241	1.565	1.108	0.94	0.963	0.284	0.336	0.307	0.278	0.789	0.788	0.30125	0.7885	0.554	0.47	0.084	0.4815	0.3975	0.4815	0.4395	0.4605	0.471	0.315468262	0.80550925	0.56573125	0.67904725	0.62062525	0.64939525	0.664111	0.946404787	0.086016	0.075642349	0.039894747	0.058325034	0.049249012	0.04460666	0.081405954
234	1113	1	29.91	40.04	31	16.6	2.104	2.11	2.035	1.635	3.351	1.583	3.31	2.099	2.162	1.629	2.319	0.899	3.09	0.875	3.264	1.617	1.316	1.102	1.206	0.475	0.481	0.482	0.516	1.211	1.224	0.4885	1.2175	0.658	0.551	0.107	0.603	0.496	0.603	0.5495	0.57625	0.589625	0.511556004	1.193347	0.822913	0.999463	0.90832575	0.953178813	0.976142016	1.534668011	0.129363	0.189497737	0.099182524	0.145804332	0.122859478	0.111112514	0.198529258
2165	1113	1	26.45	49.38	29.5	16.2	2.284	1.913	2.22	1.554	3.345	1.565	3.293	1.925	2.325	1.542	2.493	1.014	3.084	1.003	3.235	1.542	1.125	0.91	1.009	0.359	0.371	0.383	0.36	0.899	0.922	0.36825	0.9105	0.5625	0.455	0.1075	0.5045	0.397	0.5045	0.45075	0.477625	0.4910625	0.385630498	0.85470775	0.545269	0.69109275	0.615291813	0.652470016	0.671600816	1.156891495	0.10938125	0.119329019	0.063094934	0.092326087	0.077989038	0.070611618	0.126542238
2202	1113	1	28.64	44.94	31.1	16.1	2.22	2.209	2.116	1.67	3.507	1.612	3.461	2.162	2.272	1.612	2.423	0.968	3.177	0.945	3.386	1.635	1.391	1.114	1.241	0.539	0.597	0.527	0.55	1.241	1.217	0.55325	1.229	0.6955	0.557	0.1385	0.6205	0.482	0.6205	0.55125	0.585875	0.6031875	0.579362045	1.30029825	0.811047	1.04088775	0.921171813	0.979830891	1.010059598	1.738086136	0.17347125	0.283453605	0.150292598	0.219651468	0.185666625	0.168153259	0.301507975
1015	1114	1	23.32	40.71	27.6	14.2	2.29	2.023	2.203	1.617	3.426	1.583	3.357	2.017	2.325	1.606	2.516	0.817	3.032	0.788	3.299	1.6	1.223	0.974	1.067	0.406	0.417	0.417	0.434	1.206	1.229	0.4185	1.2175	0.6115	0.487	0.1245	0.5335	0.409	0.5335	0.47125	0.502375	0.5179375	0.438252175	0.98478975	0.603633	0.78160575	0.688744313	0.734206266	0.757663816	1.314756526	0.13676325	0.167042775	0.08904583	0.129742557	0.109818757	0.099538434	0.179810375
1089	1114	1	26.98	32.16	29.2	13.1	2.272	2.116	2.214	1.635	3.472	1.612	3.438	2.133	2.33	1.594	2.539	0.875	3.275	0.864	3.391	1.6	1.258	1.061	1.166	0.481	0.522	0.533	0.521	1.241	1.269	0.51425	1.255	0.629	0.5305	0.0985	0.583	0.4845	0.583	0.53375	0.558375	0.5706875	0.538521341	1.102237	0.77319775	0.93060075	0.849473688	0.889430828	0.909864191	1.615564022	0.11421075	0.177194658	0.092429783	0.136118438	0.114600665	0.103596863	0.184514779
1244	1114	1	23.99	23.84	31	11.2	2.209	2.041	2.162	1.687	3.403	1.594	3.351	2	2.278	1.681	2.441	0.945	3.096	0.922	3.299	1.583	1.241	1.021	1.142	0.354	0.36	0.417	0.406	1.096	1.078	0.38425	1.087	0.6205	0.5105	0.11	0.571	0.461	0.571	0.516	0.5435	0.55725	0.402385659	1.06536675	0.70847175	0.87814675	0.79028425	0.83345925	0.855613938	1.207156977	0.12441	0.14360943	0.075334643	0.110689253	0.093316252	0.084401524	0.1501824
467	1115	1	24.24	34.15	30.5	14.3	2.226	2.081	2.081	1.699	3.42	1.588	3.374	2.017	2.22	1.704	2.336	0.835	3.148	0.817	3.345	1.571	1.339	1.125	1.148	0.382	0.377	0.446	0.429	1.246	1.2	0.4085	1.223	0.6695	0.5625	0.107	0.574	0.467	0.574	0.5205	0.54725	0.560625	0.4277802	1.16199925	0.79718275	0.96875725	0.88010775	0.923716938	0.946058203	1.283340599	0.131824	0.156061275	0.082665101	0.120587602	0.101932455	0.092375304	0.169175091
1021	1115	1	23.83	18.04	26.6	8.2	2.238	2.012	2.139	1.67	3.484	1.623	3.403	1.971	2.232	1.617	2.464	0.73	3.136	0.667	3.403	1.588	1.345	1.171	1.165	0.342	0.395	0.383	0.348	1.282	1.304	0.367	1.293	0.6725	0.5855	0.087	0.5825	0.4955	0.5825	0.539	0.56075	0.571625	0.384321501	1.18329375	0.87844575	1.02317025	0.94891575	0.985569938	1.004251828	1.152964504	0.109446	0.117159641	0.061538904	0.090076505	0.075989512	0.06880966	0.126187353
1250	1115	1	24.82	11.28	28.3	6	2.278	2.006	2.174	1.623	3.438	1.559	3.391	1.965	2.296	1.617	2.452	0.846	3.078	0.817	3.345	1.559	1.264	1.049	1.113	0.383	0.389	0.406	0.406	1.16	1.148	0.396	1.154	0.632	0.5245	0.1075	0.5565	0.449	0.5565	0.50275	0.529625	0.5430625	0.41469023	1.06082425	0.71220175	0.87667675	0.791550188	0.833391203	0.85485341	1.244070691	0.12432375	0.144570345	0.076364169	0.111665323	0.094314263	0.085414095	0.154667534
2396	1115	1	27.9	28.14	31.2	12.8	2.214	2.116	2.174	1.675	3.432	1.652	3.432	2.087	2.243	1.623	2.499	1.02	3.107	1.02	3.351	1.646	1.258	1.108	1.218	0.441	0.493	0.441	0.435	1.096	1.067	0.4525	1.0815	0.629	0.554	0.075	0.609	0.534	0.609	0.5715	0.59025	0.599625	0.473856892	1.149583	0.887908	1.015183	0.95013925	0.982309563	0.998658391	1.421570676	0.088725	0.123996502	0.063686366	0.094507795	0.079263671	0.071516666	0.126128858
52	1117	1	27.93	29.9	31.8	14.2	2.272	2.151	2.133	1.664	3.484	1.519	3.443	2.064	2.307	1.658	2.412	0.73	3.003	0.649	3.322	1.519	1.351	1.015	1.171	0.487	0.493	0.545	0.545	1.421	1.415	0.5175	1.418	0.6755	0.5075	0.168	0.5855	0.4175	0.5855	0.5015	0.5435	0.5645	0.541924733	1.19461575	0.64374375	0.89750775	0.76356975	0.82877475	0.86270025	1.625774198	0.198744	0.298531161	0.161010173	0.233594488	0.198258286	0.179873219	0.323112867
238	1117	1	28.53	21.93	33	12.3	2.209	2.145	2.081	1.699	3.594	1.536	3.565	2.081	2.243	1.658	2.458	0.893	3.119	0.812	3.461	1.548	1.513	1.218	1.356	0.446	0.487	0.533	0.545	1.252	1.269	0.50275	1.2605	0.7565	0.609	0.1475	0.678	0.5305	0.678	0.60425	0.641125	0.6595625	0.526478569	1.54488325	0.97538575	1.243467	1.103987313	1.172367391	1.207577254	1.579435707	0.20141125	0.299828229	0.158689196	0.232122262	0.196121617	0.177584378	0.31811612
471	1117	1	26.53	44.66	31.1	16.6	2.157	2.116	2.099	1.67	3.455	1.635	3.496	2.07	2.232	1.635	2.377	0.893	3.061	0.841	3.368	1.641	1.356	1.136	1.339	0.446	0.481	0.429	0.435	1.223	1.229	0.44775	1.226	0.678	0.568	0.11	0.6695	0.5595	0.6695	0.6145	0.642	0.65575	0.468882704	1.36183525	0.95346025	1.15113025	1.04927025	1.099444	1.125098063	1.406648111	0.13706	0.191479974	0.09879593	0.146556322	0.123030719	0.111001973	0.19279519
1018	1118	1	24.77	34	27.5	12.6	2.145	2.319	1.983	1.728	3.53	1.623	3.53	2.226	2.214	1.751	2.359	0.765	3.107	0.754	3.414	1.641	1.547	1.2	1.385	0.591	0.568	0.585	0.603	1.554	1.472	0.58675	1.513	0.7735	0.6	0.1735	0.6925	0.519	0.6925	0.60575	0.649125	0.6708125	0.614443163	1.61350725	0.940761	1.25505625	1.090383063	1.170838266	1.21247691	1.843329489	0.23830225	0.413364334	0.220247766	0.32143008	0.271994931	0.246410351	0.439269565
1109	1118	1	27.09	47.03	31.8	16.9	2.07	2.122	1.965	1.652	3.461	1.49	3.449	2.087	2.07	1.67	2.4	0.678	2.974	0.672	3.345	1.548	1.496	1.275	1.379	0.47	0.452	0.539	0.597	1.444	1.415	0.5145	1.4295	0.748	0.6375	0.1105	0.6895	0.579	0.6895	0.63425	0.661875	0.6756875	0.53878314	1.55066025	1.11075975	1.32137275	1.213013688	1.266430078	1.293710629	1.61634942	0.15309775	0.237010973	0.123536239	0.181918275	0.153138425	0.138440124	0.247459459
1248	1118	1	26.47	28.46	30.2	12.8	2.145	2.104	2.035	1.617	3.542	1.577	3.507	2.11	2.151	1.6	2.446	0.719	3.223	0.684	3.455	1.536	1.507	1.304	1.362	0.487	0.504	0.574	0.533	1.385	1.426	0.5245	1.4055	0.7535	0.652	0.1015	0.681	0.5795	0.681	0.63025	0.655625	0.6683125	0.549255116	1.54465675	1.13875825	1.332877	1.233242063	1.282415641	1.307485348	1.647765347	0.14265825	0.222941828	0.116321111	0.17104611	0.144037271	0.130267606	0.235067321
1457	1118	1	25.04	43.8	28	14.9	2.058	2.122	2	1.641	3.496	1.617	3.49	2.139	2.157	1.617	2.406	0.835	3.119	0.806	3.386	1.583	1.496	1.229	1.432	0.481	0.505	0.556	0.522	1.287	1.333	0.516	1.31	0.748	0.6145	0.1335	0.716	0.5825	0.716	0.64925	0.682625	0.6993125	0.540353936	1.607728	1.07486275	1.33024825	1.198099938	1.263060203	1.296375754	1.621061809	0.18189375	0.287935835	0.149937275	0.221344136	0.186242601	0.168240412	0.294861011
1326	1119	2	30.12	29.93	26.7	11.2	2.157	2.07	2.07	1.67	3.374	1.594	3.391	1.988	2.238	1.646	2.406	0.759	3.02	0.788	3.281	1.594	1.304	1.043	1.234	0.4	0.424	0.394	0.394	1.311	1.2	0.403	1.2555	0.652	0.5215	0.1305	0.617	0.4865	0.617	0.55175	0.584375	0.6006875	0.422020613	1.208077	0.76235425	0.97441675	0.864127938	0.918207953	0.946046254	1.266061839	0.15314175	0.188104188	0.098609442	0.145153594	0.122330713	0.110582376	0.193886926
